air_conditioner,bath_num,chimney,condition,garage,garden,house_type,m2_real,price,room_num,storage_room,swimming_pool,terrace,latitude,longitude,address,p_code,region,municipality
0,1,0,Fixer-upper,Not Included,0,Apartment,65,50000.0,3,0,0,0,43.1815719,-2.7747141,"23, Carretera Tarragona-Bilbao, Urkizu, Igorre, Vizcaya, País Vasco, 48140, España",48140,País Vasco,Vizcaya
0,1,0,Resale,Not Included,0,Apartment,63,81700.0,3,0,0,0,43.1614702,-2.7912472,"18, Arta kalea, Eguzkitxe, Zelaieta, Igorre, Vizcaya, País Vasco, 48140, España",48140,País Vasco,Vizcaya
0,5,0,Resale,Included,1,Single-Family Home,250,373000.0,5,0,0,0,43.2094115,-2.7980852,"Bedia, Vedia, Vizcaya, País Vasco, 48390, España",48390,País Vasco,Vizcaya
0,2,0,Resale,Included,0,Studio Apartment,167,228700.0,0,1,0,0,43.0413571,-2.6563314,"Ochandiano, Vizcaya, País Vasco, 48210, España",48210,País Vasco,Vizcaya
0,2,0,Resale,Not Included,0,Rural House,85000,350000.0,5,0,0,1,43.0430773,-2.6553349,"Urigoiena kalea, Ochandiano, Vizcaya, País Vasco, 48210, España",48210,País Vasco,Vizcaya
0,4,0,Resale,Included,1,Single-Family Home,10000,590000.0,4,1,1,1,43.13879499999999,-2.7277213,"Bargondia, Emaldi, Dima, Vizcaya, País Vasco, 48141, España",48141,País Vasco,Vizcaya
0,6,0,Resale,Included,1,Single-Family Home,3000,900000.0,7,1,1,1,43.1730622,-2.919982,"Arene, Uribarri, Arrancudiaga, Arrancudiaga-Zollo, Vizcaya, País Vasco, 48490, España",48490,País Vasco,Vizcaya
0,1,0,Resale,Included,0,Apartment,99,106000.0,3,0,0,0,43.0435639,-2.6531138,"Elizabarri kalea, Ochandiano, Vizcaya, País Vasco, 48210, España",48210,País Vasco,Vizcaya
0,1,0,Resale,Not Included,0,Apartment,65,140000.0,2,0,0,0,43.162863,-2.774364,"28, Sabino Arana Kalea, Sabino Arana, Igorre, Vizcaya, País Vasco, 48140, España",48140,País Vasco,Vizcaya
0,2,0,Resale,Included,0,Apartment,83,198000.0,2,1,0,0,43.2087728,-2.7760552,"Lemoa, Lemona, Vizcaya, País Vasco, 48330, España",48330,País Vasco,Vizcaya
0,1,0,Resale,Not Included,0,Rural House,91,148000.0,3,0,0,0,43.1000177,-2.8495149,"BI-3513, Ibarra, Orozco, Vizcaya, País Vasco, 48410, España",48410,País Vasco,Vizcaya
0,1,0,Fixer-upper,Not Included,0,Single-Family Home,1318,160000.0,3,0,0,0,43.2074461,-2.8036801,"Bedia, Vedia, Vizcaya, País Vasco, 48390, España",48390,País Vasco,Vizcaya
0,2,0,Resale,Not Included,0,Single-Family Home,2050,570000.0,5,0,0,0,43.0737191,-2.7157848,"Carretera Tarragona-Bilbao, Barazar Gaina, Ceánuri, Vizcaya, País Vasco, 48148, España",48148,País Vasco,Ceánuri
0,2,0,Resale,Not Included,1,Apartment,73,240000.0,2,1,0,0,43.2108161,-2.7765963,"Lemoa, Lemona, Vizcaya, País Vasco, 48330, España",48330,País Vasco,Vizcaya
0,2,0,Resale,Not Included,1,Single-Family Home,300,245000.0,3,0,0,0,43.0834209,-2.7377295,"Altzusta, Undurraga, Ceánuri, Vizcaya, País Vasco, 48148, España",48148,País Vasco,Ceánuri
0,2,0,Resale,Not Included,1,Townhouse,35,390657.0,4,0,0,0,43.1443945,-2.7543634,"Ugarana, Dima, Vizcaya, País Vasco, 48141, España",48141,País Vasco,Vizcaya
0,3,0,Resale,Not Included,1,Single-Family Home,2000,690000.0,5,0,1,0,43.0737191,-2.7157848,"Carretera Tarragona-Bilbao, Barazar Gaina, Ceánuri, Vizcaya, País Vasco, 48148, España",48148,País Vasco,Ceánuri
0,2,0,Resale,Included,1,Apartment,94,109000.0,3,1,0,0,43.2071244,-2.8871317,"Laboral Kutxa, Calle Juan Garaigorta, Cubo, Arrigorriaga, Vizcaya, País Vasco, 48480, España",48480,País Vasco,Vizcaya
0,2,0,Fixer-upper,Not Included,1,Cottage,555,35000.0,6,0,0,1,43.1735263,-2.8742337,"Olarra, 13, BI-2524, Olatxu, Arkulanda, Zubialde, Ceberio, Vizcaya, País Vasco, 48148, España",48148,País Vasco,Ceberio
0,3,0,Resale,Included,1,Single-Family Home,185,280000.0,3,1,0,1,43.1528173,-2.9354543,"21, Madariaga, Aracaldo, Vizcaya, País Vasco, 48498, España",48498,País Vasco,Vizcaya
