air_conditioner,bath_num,chimney,condition,garage,garden,house_type,m2_real,price,room_num,storage_room,swimming_pool,terrace,latitude,longitude,address,p_code,region,municipality
1,3,0,Resale,Not Included,1,Single-Family Home,807,1350000.0,5,0,1,0,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Not Included,0,Apartment,140,270000.0,4,0,0,0,39.5924459,2.6170498,"Carrer de Massanella, el Patatí, Son Serra, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
0,4,1,Fixer-upper,Included,0,Farmhouse,2300,899000.0,5,1,0,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,1,0,Resale,Not Included,0,Townhouse,150,277000.0,1,1,0,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
0,1,0,Resale,Not Included,0,Apartment,69,248000.0,2,0,0,1,39.5900413,2.6230013,"78, Carrer Son Llull, Can Valero, Son Peretó, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
0,1,0,Fixer-upper,Not Included,0,Single-Family Home,66,190000.0,4,0,0,0,39.5951299,2.6160188,"170A, Camí de la Vileta, el Patatí, la Vileta, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
0,3,0,Resale,Included,0,Single-Family Home,270,1000000.0,4,1,1,1,39.5900413,2.6230013,"78, Carrer Son Llull, Can Valero, Son Peretó, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
1,2,0,Resale,Included,1,Single-Family Home,700,650000.0,4,1,1,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Included,0,Townhouse,200,424000.0,4,0,0,1,39.5874954,2.6276984,"Palau Municipal d'Esports de Son Moix, Camí de la Vileta, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Not Included,1,Townhouse,100,415000.0,2,0,0,1,39.5874954,2.6276984,"Palau Municipal d'Esports de Son Moix, Camí de la Vileta, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,4,0,Resale,Included,1,Apartment,220,650000.0,5,1,1,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Included,1,Apartment,115,399000.0,4,1,1,1,39.5874954,2.6276984,"Palau Municipal d'Esports de Son Moix, Camí de la Vileta, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Included,1,Apartment,94,420000.0,2,1,1,1,39.5874954,2.6276984,"Palau Municipal d'Esports de Son Moix, Camí de la Vileta, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Included,1,Duplex,110,440000.0,3,1,1,1,39.5874954,2.6276984,"Palau Municipal d'Esports de Son Moix, Camí de la Vileta, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Included,1,Apartment,115,470000.0,3,1,1,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,3,0,Resale,Included,1,Apartment,124,395000.0,3,1,1,1,39.5874954,2.6276984,"Palau Municipal d'Esports de Son Moix, Camí de la Vileta, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Included,0,Apartment,105,310000.0,3,1,0,1,39.5874954,2.6276984,"Palau Municipal d'Esports de Son Moix, Camí de la Vileta, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Included,1,Apartment,95,440000.0,2,1,1,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Included,1,Apartment,105,430000.0,3,1,1,1,39.5874954,2.6276984,"Palau Municipal d'Esports de Son Moix, Camí de la Vileta, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,1,0,Resale,Not Included,0,Apartment,74,230000.0,2,0,0,0,39.5874954,2.6276984,"Palau Municipal d'Esports de Son Moix, Camí de la Vileta, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
0,1,0,Resale,Included,0,Apartment,84,240000.0,2,0,0,0,39.5874954,2.6276984,"Palau Municipal d'Esports de Son Moix, Camí de la Vileta, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,4,0,Resale,Included,1,Single-Family Home,800,1375000.0,5,1,1,1,39.5874954,2.6276984,"Palau Municipal d'Esports de Son Moix, Camí de la Vileta, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Not Included,0,Apartment,72,200000.0,2,0,0,0,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,1,0,Resale,Not Included,0,Duplex,150,277000.0,1,0,0,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
0,2,0,Resale,Not Included,0,Townhouse,150,350000.0,3,1,0,1,39.5900413,2.6230013,"78, Carrer Son Llull, Can Valero, Son Peretó, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
1,4,0,Resale,Included,1,Single-Family Home,532,1180000.0,5,1,1,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
0,2,0,Resale,Included,0,Townhouse,115,350000.0,3,0,0,1,39.5900413,2.6230013,"78, Carrer Son Llull, Can Valero, Son Peretó, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
1,1,0,Resale,Included,0,Apartment,84,240000.0,2,0,0,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
0,2,0,Resale,Included,0,Apartment,125,399000.0,4,1,1,1,39.5900413,2.6230013,"78, Carrer Son Llull, Can Valero, Son Peretó, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
1,1,0,Resale,Not Included,0,Apartment,89,168000.0,3,0,0,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,1,0,Resale,Not Included,0,Apartment,63,159000.0,3,0,0,0,39.5900413,2.6230013,"78, Carrer Son Llull, Can Valero, Son Peretó, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
1,3,0,Resale,Included,0,Single-Family Home,510,1100000.0,3,1,1,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
0,2,0,Resale,Not Included,0,Farmhouse,240,650000.0,4,1,1,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,1,0,Resale,Not Included,1,Apartment,110,286000.0,1,1,1,0,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Included,1,Apartment,100,350000.0,3,1,1,0,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
0,1,0,Resale,Not Included,0,Apartment,95,143167.0,3,0,0,0,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,1,0,Resale,Included,1,Apartment,95,268000.0,2,1,1,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
0,2,0,Resale,Included,1,Apartment,76,355000.0,2,1,1,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,1,0,Resale,Not Included,0,Apartment,80,127500.0,3,1,0,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Included,0,Apartment,120,365000.0,3,1,0,0,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Included,0,Apartment,320,492000.0,3,1,0,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
0,2,0,New,Not Included,0,Apartment,94,565171.0,2,0,1,1,39.5897873,2.6126744,"3, Carrer del Llac Garda, Son Rapinya, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
0,2,0,New,Not Included,0,Apartment,79,354428.0,2,0,1,0,39.5897873,2.6126744,"3, Carrer del Llac Garda, Son Rapinya, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
0,3,0,New,Not Included,0,Duplex,125,518336.0,3,0,1,0,39.5897873,2.6126744,"3, Carrer del Llac Garda, Son Rapinya, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
0,2,0,New,Not Included,0,Apartment,106,525490.0,2,0,1,1,39.5897873,2.6126744,"3, Carrer del Llac Garda, Son Rapinya, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
0,2,0,New,Not Included,0,Apartment,90,538953.0,2,0,1,1,39.5897873,2.6126744,"3, Carrer del Llac Garda, Son Rapinya, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
0,2,0,New,Not Included,0,Apartment,82,359643.0,2,0,1,1,39.5897873,2.6126744,"3, Carrer del Llac Garda, Son Rapinya, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
0,2,0,New,Not Included,0,Apartment,100,528773.0,3,0,1,1,39.5897873,2.6126744,"3, Carrer del Llac Garda, Son Rapinya, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
0,2,0,New,Not Included,0,Apartment,102,540060.0,2,1,1,1,39.5897873,2.6126744,"3, Carrer del Llac Garda, Son Rapinya, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
0,2,0,New,Not Included,0,Apartment,93,410060.0,2,0,1,1,39.5897873,2.6126744,"3, Carrer del Llac Garda, Son Rapinya, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
0,2,0,New,Not Included,0,Apartment,110,449715.0,3,0,1,0,39.5897873,2.6126744,"3, Carrer del Llac Garda, Son Rapinya, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
0,2,0,New,Not Included,0,Apartment,94,525555.0,2,0,1,1,39.5897873,2.6126744,"3, Carrer del Llac Garda, Son Rapinya, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
0,2,0,New,Not Included,0,Apartment,106,428576.0,3,0,1,1,39.5897873,2.6126744,"3, Carrer del Llac Garda, Son Rapinya, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
1,3,0,Resale,Included,0,Semi-Detached House,150,545000.0,4,0,1,1,39.5900413,2.6230013,"78, Carrer Son Llull, Can Valero, Son Peretó, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
0,2,0,Resale,Included,1,Single-Family Home,900,650000.0,4,1,1,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Included,1,Apartment,126,470000.0,3,1,1,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
0,6,0,Resale,Not Included,1,Single-Family Home,400,556500.0,6,1,0,1,39.5900413,2.6230013,"78, Carrer Son Llull, Can Valero, Son Peretó, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
1,2,0,Resale,Included,0,Apartment,90,288000.0,3,1,0,1,39.5900413,2.6230013,"78, Carrer Son Llull, Can Valero, Son Peretó, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
0,2,0,Resale,Included,0,Apartment,120,367500.0,3,1,0,0,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,1,0,Resale,Not Included,0,Apartment,70,245000.0,2,0,0,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Not Included,0,Apartment,140,320000.0,3,0,0,0,39.5874954,2.6276984,"Palau Municipal d'Esports de Son Moix, Camí de la Vileta, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,1,0,Resale,Included,1,Apartment,55,274000.0,1,1,1,1,39.5874954,2.6276984,"Palau Municipal d'Esports de Son Moix, Camí de la Vileta, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Included,1,Apartment,110,470000.0,3,1,1,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
0,2,0,Fixer-upper,Included,1,Single-Family Home,400,556000.0,6,1,0,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
0,2,0,Resale,Included,0,Apartment,103,310000.0,3,0,0,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Included,0,Apartment,110,355000.0,3,0,0,1,39.5900413,2.6230013,"78, Carrer Son Llull, Can Valero, Son Peretó, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
1,4,0,Resale,Included,1,Single-Family Home,640,1000000.0,5,1,0,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
0,2,0,Resale,Not Included,0,Apartment,92,208900.0,3,0,0,0,39.5956115,2.6052838,"Golf de Son Quint, Camí de Son Rapinya, Son Xigala, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,3,0,Resale,Included,0,Apartment,238,580000.0,4,0,0,1,39.5874954,2.6276984,"Palau Municipal d'Esports de Son Moix, Camí de la Vileta, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,1,0,Resale,Included,0,Apartment,84,240000.0,2,0,0,0,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Not Included,0,Apartment,80,235000.0,2,0,0,0,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,3,0,Resale,Included,1,Townhouse,282,585000.0,4,1,1,1,39.5874954,2.6276984,"Palau Municipal d'Esports de Son Moix, Camí de la Vileta, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Included,0,Apartment,111,367500.0,3,1,0,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,1,0,Resale,Included,0,Apartment,68,240000.0,2,0,0,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Included,1,Apartment,125,450000.0,3,1,1,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Included,1,Apartment,120,428000.0,3,1,1,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Included,0,Apartment,130,375000.0,3,1,0,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
0,3,0,Resale,Not Included,0,Single-Family Home,450,1400000.0,5,0,0,0,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
0,2,0,Resale,Not Included,0,Single-Family Home,200,378000.0,4,1,0,1,39.5900413,2.6230013,"78, Carrer Son Llull, Can Valero, Son Peretó, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
1,1,0,Resale,Included,0,Apartment,84,198000.0,2,0,0,0,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,1,0,Resale,Not Included,0,Apartment,93,189500.0,3,1,0,0,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,3,0,Resale,Included,0,Semi-Detached House,270,545000.0,4,1,0,1,39.5900413,2.6230013,"78, Carrer Son Llull, Can Valero, Son Peretó, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
1,1,0,Resale,Not Included,0,Apartment,76,124000.0,3,1,0,0,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Included,1,Townhouse,236,525000.0,4,0,1,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,1,0,Resale,Included,0,Apartment,85,240000.0,2,0,0,0,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Included,1,Semi-Detached House,200,435000.0,4,1,1,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
0,5,0,Resale,Not Included,0,Single-Family Home,807,1375000.0,5,0,0,0,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,1,0,Resale,Included,0,Apartment,84,240000.0,2,0,0,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Included,1,Apartment,177,690000.0,4,1,1,1,39.5874954,2.6276984,"Palau Municipal d'Esports de Son Moix, Camí de la Vileta, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
0,1,0,Resale,Not Included,0,Apartment,82,166000.0,3,0,0,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
0,2,0,Resale,Not Included,0,Apartment,82,199000.0,4,0,0,0,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
0,2,0,Resale,Included,0,Apartment,110,365000.0,3,1,1,1,39.5874954,2.6276984,"Palau Municipal d'Esports de Son Moix, Camí de la Vileta, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,3,0,Resale,Included,0,Single-Family Home,325,575000.0,4,0,0,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,3,0,Resale,Not Included,1,Apartment,210,725000.0,4,0,1,1,39.5874954,2.6276984,"Palau Municipal d'Esports de Son Moix, Camí de la Vileta, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,4,0,Resale,Included,1,Townhouse,210,850000.0,5,1,1,1,39.5837452,2.6164463,"9, Camí Vell de Son Muntaner, Son Rapinya, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
1,4,0,Resale,Included,0,Townhouse,235,445000.0,4,1,0,1,39.5967113,2.6197726,"110, Carrer del Til·ler, el Patatí, la Vileta, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
0,1,0,Resale,Not Included,0,Single-Family Home,140,310000.0,3,0,0,0,39.5895721,2.6234091,"22, Carrer de Son Peretó, Son Peretó, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
1,3,0,Resale,Included,0,Single-Family Home,350,620000.0,4,1,1,1,39.587095,2.6183059,"12, Carrer de Tanca d'Abaix, Son Rapinya, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
1,2,1,Resale,Not Included,1,Farmhouse,4500,1199000.0,4,1,1,1,39.6000703,2.6109958,"11, carrer de l'Avisador, el Patatí, Son Roqueta, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
1,3,0,Resale,Included,0,Apartment,199,395000.0,2,1,1,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Included,0,Apartment,142,385000.0,2,1,1,0,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Included,0,Apartment,147,440000.0,3,1,1,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Included,0,Apartment,135,425000.0,3,1,1,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Included,0,Apartment,168,390000.0,2,1,1,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Included,0,Apartment,168,420000.0,2,1,1,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Included,0,Apartment,170,440000.0,2,1,1,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Included,0,Apartment,100,270000.0,3,1,0,1,39.5900413,2.6230013,"78, Carrer Son Llull, Can Valero, Son Peretó, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
1,3,0,Resale,Included,0,Townhouse,235,435000.0,4,1,0,1,39.5968631,2.6196804,"96, Carrer del Til·ler, el Patatí, la Vileta, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
0,2,0,Resale,Included,0,Semi-Detached House,136,450000.0,2,0,0,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
0,1,0,Resale,Not Included,0,Apartment,100,179500.0,3,1,0,1,39.5900413,2.6230013,"78, Carrer Son Llull, Can Valero, Son Peretó, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
1,1,0,Resale,Not Included,0,Apartment,72,225000.0,2,0,0,0,39.5917945,2.6181646,"20, Carrer Miguel Angel Colomar, el Patatí, Son Serra, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
1,2,0,Resale,Included,0,Apartment,100,274000.0,3,1,0,1,39.5900413,2.6230013,"78, Carrer Son Llull, Can Valero, Son Peretó, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
0,2,0,Resale,Not Included,0,Townhouse,215,450000.0,3,1,0,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,4,0,Resale,Not Included,0,Apartment,217,596000.0,4,1,0,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Not Included,0,Apartment,100,225000.0,2,1,0,1,39.5894777,2.6156212,"29, Carrer de la Llacuna de Sanabria, Son Rapinya, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
0,2,0,Resale,Included,0,Apartment,110,365000.0,3,0,1,1,39.5874954,2.6276984,"Palau Municipal d'Esports de Son Moix, Camí de la Vileta, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,1,0,Resale,Not Included,0,Apartment,86,250000.0,2,0,0,1,39.5900413,2.6230013,"78, Carrer Son Llull, Can Valero, Son Peretó, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
1,2,0,Resale,Included,1,Semi-Detached House,300,600000.0,3,1,0,1,39.5888506,2.6243935,"Camí dels Reis, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
0,1,0,Resale,Not Included,0,Apartment,90,249000.0,3,0,0,0,39.5900413,2.6230013,"78, Carrer Son Llull, Can Valero, Son Peretó, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
0,3,0,Resale,Not Included,0,Apartment,217,522702.0,4,0,0,0,39.5878467,2.6200511,"31, Carrer Son Llull, Son Peretó, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
1,2,0,Resale,Included,0,Townhouse,85,590000.0,3,0,1,1,39.5874954,2.6276984,"Palau Municipal d'Esports de Son Moix, Camí de la Vileta, Son Peretó, Palma, Islas Baleares, 07013, España",07013,Islas Baleares,Palma
1,2,0,Resale,Not Included,0,Apartment,140,280000.0,3,1,0,1,39.5913433,2.615711,"38, carrer de Matamusinos, el Patatí, Son Serra, Palma, Islas Baleares, 07011, España",07011,Islas Baleares,Palma
