air_conditioner,bath_num,chimney,condition,garage,garden,house_type,m2_real,price,room_num,storage_room,swimming_pool,terrace,latitude,longitude,address,p_code,region,municipality
1,2,0,Resale,Included,1,Semi-Detached House,251,224800.0,4,1,1,1,37.3774047,-6.052619099999999,"Calle Doctor Fleming, Las Almenas, Tomares, Sevilla, Andalucía, 41950, España",41950,Andalucía,Sevilla
1,2,0,Resale,Not Included,0,Townhouse,80,190000.0,4,1,0,0,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
0,2,0,Resale,Not Included,0,Single-Family Home,420,330000.0,3,0,0,0,37.3774047,-6.052619099999999,"Calle Doctor Fleming, Las Almenas, Tomares, Sevilla, Andalucía, 41950, España",41950,Andalucía,Sevilla
1,3,0,Resale,Included,0,Townhouse,157,244000.0,3,1,0,1,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,3,0,Resale,Not Included,0,Townhouse,119,205000.0,5,0,0,0,37.3726929,-6.0467639,"Centro de Salud de Tomares, Avenida del Aljarafe, Barriada de León, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
0,1,0,Resale,Not Included,0,Apartment,70,86000.0,3,0,0,1,37.3774047,-6.052619099999999,"Calle Doctor Fleming, Las Almenas, Tomares, Sevilla, Andalucía, 41950, España",41950,Andalucía,Sevilla
1,1,0,Resale,Not Included,0,Apartment,71,60000.0,2,0,0,0,37.3774047,-6.052619099999999,"Calle Doctor Fleming, Las Almenas, Tomares, Sevilla, Andalucía, 41950, España",41950,Andalucía,Sevilla
1,4,0,Resale,Included,0,Semi-Detached House,214,350000.0,4,1,0,1,37.3685181,-6.046611700000001,"Calle José Gómez Caro, Barriada de León, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,2,0,Resale,Not Included,1,Apartment,119,220000.0,3,0,1,1,37.3791731,-6.0432498,"Pasaje de la Almoneda, Santa Eufemia, Tomares, Sevilla, Andalucía, 41910, España",41910,Andalucía,Sevilla
1,4,0,Resale,Included,1,Single-Family Home,850,465000.0,6,1,1,1,37.3791731,-6.0432498,"Pasaje de la Almoneda, Santa Eufemia, Tomares, Sevilla, Andalucía, 41910, España",41910,Andalucía,Sevilla
1,1,0,Resale,Not Included,1,Apartment,120,195000.0,2,1,1,1,37.3791731,-6.0432498,"Pasaje de la Almoneda, Santa Eufemia, Tomares, Sevilla, Andalucía, 41910, España",41910,Andalucía,Sevilla
0,1,0,Resale,Not Included,0,Townhouse,114,125000.0,3,0,0,0,37.3774047,-6.052619099999999,"Calle Doctor Fleming, Las Almenas, Tomares, Sevilla, Andalucía, 41950, España",41950,Andalucía,Sevilla
1,1,0,Resale,Not Included,0,Apartment,70,86000.0,2,0,0,1,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,3,0,Resale,Included,1,Townhouse,134,290000.0,4,0,1,1,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,3,0,Resale,Included,1,Townhouse,220,397000.0,5,1,1,1,37.3715321,-6.0465566,"Barriada de León, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,3,0,Resale,Included,1,Townhouse,146,254900.0,4,1,1,0,37.3715321,-6.0465566,"Barriada de León, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,2,0,Resale,Included,1,Apartment,155,239000.0,4,0,1,0,37.3726929,-6.0467639,"Centro de Salud de Tomares, Avenida del Aljarafe, Barriada de León, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,2,0,Resale,Included,1,Apartment,115,165000.0,3,1,1,0,37.377608,-6.042572,"Rotonda de Santa Eufemia, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,2,0,Resale,Not Included,1,Single-Family Home,821,360000.0,4,1,0,0,37.3556627,-6.027603500000001,"Avenida Francisco Manuel Martín González ""Paloyo"", Santa Isabel, San Juan de Aznalfarache, Sevilla, Andalucía, 41920, España",41920,Andalucía,Sevilla
1,2,0,Resale,Included,1,Apartment,116,237000.0,3,0,1,1,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
0,3,0,Resale,Included,1,Single-Family Home,1852,585000.0,5,1,1,1,37.4172094,-6.162106199999999,"Calle Doctor Fleming, Olivares, Sevilla, Andalucía, 41804, España",41804,Andalucía,Sevilla
1,3,0,Resale,Included,1,Townhouse,130,250000.0,4,1,1,1,37.3720111,-6.0458181,"LowGym, Avenida del Aljarafe, Barriada de León, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,2,0,Resale,Included,1,Apartment,120,198000.0,4,0,1,1,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,1,0,Resale,Not Included,0,Apartment,80,79000.0,2,0,0,0,37.3737022,-6.0392112,"SASHA, Calle Blanca Paloma, Sport Aljarafe, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,2,0,Resale,Included,1,Apartment,105,166500.0,3,0,1,0,37.8871927,-6.7743365,"Acceso al Cerro de San Cristóbal, Almonaster la Real, Sierra de Huelva, Huelva, Andalucía, 21350, España",21350,Andalucía,Huelva
1,2,0,Resale,Included,1,Apartment,105,166500.0,3,0,1,1,37.8871927,-6.7743365,"Acceso al Cerro de San Cristóbal, Almonaster la Real, Sierra de Huelva, Huelva, Andalucía, 21350, España",21350,Andalucía,Huelva
1,4,0,Resale,Included,0,Single-Family Home,1000,390000.0,5,0,0,0,37.37592,-6.0432292,"Alameda de Santa Eufemia, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,3,0,Resale,Included,1,Townhouse,150,255000.0,3,1,1,1,37.3653929,-6.048073800000001,"Barriada de León, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
0,1,0,Resale,Not Included,0,Single-Family Home,76,92000.0,3,0,0,1,37.3770043,-6.0540008,"Calle Venta Reyes, Urbanización Valdovina, Tomares, Sevilla, Andalucía, 41950, España",41950,Andalucía,Sevilla
1,6,0,Resale,Included,1,Semi-Detached House,411,600000.0,7,1,1,1,37.3708087,-6.047073699999999,"Barriada de León, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,2,0,Resale,Not Included,0,Townhouse,203,187000.0,4,1,0,0,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,3,0,Resale,Included,1,Duplex,135,190000.0,3,0,1,0,37.8871927,-6.7743365,"Acceso al Cerro de San Cristóbal, Almonaster la Real, Sierra de Huelva, Huelva, Andalucía, 21350, España",21350,Andalucía,Huelva
1,4,0,Resale,Included,1,Apartment,250,550000.0,5,1,1,1,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
0,2,0,Resale,Not Included,1,Apartment,163,270000.0,4,0,1,0,37.3791731,-6.0432498,"Pasaje de la Almoneda, Santa Eufemia, Tomares, Sevilla, Andalucía, 41910, España",41910,Andalucía,Sevilla
0,3,0,Resale,Not Included,1,Townhouse,310,320000.0,5,1,0,1,37.3707603,-6.0387546,"Calle la Hacienda, Urbanización Hacienda El Carmen, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,3,0,Resale,Included,0,Single-Family Home,147,288000.0,4,0,0,1,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,3,0,Fixer-upper,Included,1,Single-Family Home,1949,495000.0,5,1,1,0,37.3791731,-6.0432498,"Pasaje de la Almoneda, Santa Eufemia, Tomares, Sevilla, Andalucía, 41910, España",41910,Andalucía,Sevilla
1,1,0,Resale,Included,1,Apartment,66,142000.0,2,1,1,0,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,4,0,Resale,Included,1,Single-Family Home,900,655000.0,5,1,1,1,37.3791731,-6.0432498,"Pasaje de la Almoneda, Santa Eufemia, Tomares, Sevilla, Andalucía, 41910, España",41910,Andalucía,Sevilla
1,4,0,Resale,Not Included,1,Single-Family Home,800,700000.0,5,0,1,1,37.3791731,-6.0432498,"Pasaje de la Almoneda, Santa Eufemia, Tomares, Sevilla, Andalucía, 41910, España",41910,Andalucía,Sevilla
1,3,0,Resale,Included,1,Townhouse,155,285000.0,4,0,1,1,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,2,0,Resale,Included,1,Apartment,200,258000.0,5,1,1,1,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,4,0,Resale,Not Included,1,Single-Family Home,500,620000.0,5,1,1,0,37.3726929,-6.0467639,"Centro de Salud de Tomares, Avenida del Aljarafe, Barriada de León, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,2,0,Resale,Included,1,Townhouse,97,195000.0,4,1,0,1,37.3774047,-6.052619099999999,"Calle Doctor Fleming, Las Almenas, Tomares, Sevilla, Andalucía, 41950, España",41950,Andalucía,Sevilla
1,3,0,Resale,Included,1,Single-Family Home,817,689000.0,3,1,1,0,37.379423,-6.0397894,"Calle del Lagar, Santa Eufemia, Tomares, Sevilla, Andalucía, 41910, España",41910,Andalucía,Sevilla
0,4,0,Resale,Not Included,1,Single-Family Home,6183,1250000.0,7,1,1,0,37.3791731,-6.0432498,"Pasaje de la Almoneda, Santa Eufemia, Tomares, Sevilla, Andalucía, 41910, España",41910,Andalucía,Sevilla
1,3,0,Resale,Included,1,Townhouse,155,285000.0,4,0,1,1,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,4,0,Resale,Included,1,Townhouse,200,275000.0,4,1,1,1,37.3791731,-6.0432498,"Pasaje de la Almoneda, Santa Eufemia, Tomares, Sevilla, Andalucía, 41910, España",41910,Andalucía,Sevilla
0,2,0,Resale,Included,1,Single-Family Home,733,360000.0,4,1,1,1,37.3774047,-6.052619099999999,"Calle Doctor Fleming, Las Almenas, Tomares, Sevilla, Andalucía, 41950, España",41950,Andalucía,Sevilla
1,2,0,Resale,Included,1,Apartment,110,199500.0,4,0,1,1,37.3797166,-6.034554099999999,"Avenida Reina Sofía, Sport Aljarafe, Tomares, Sevilla, Andalucía, 41910, España",41910,Andalucía,Sevilla
1,3,0,Resale,Included,1,Single-Family Home,300,495000.0,4,1,1,0,37.3726929,-6.0467639,"Centro de Salud de Tomares, Avenida del Aljarafe, Barriada de León, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,3,0,Resale,Not Included,1,Townhouse,188,394000.0,5,0,0,0,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,3,0,Resale,Included,1,Single-Family Home,210,290000.0,4,1,1,1,37.3730014,-6.3274576,"Calle Cristina Hoyos, Carrión de los Céspedes, Sevilla, Andalucía, 41810, España",41810,Andalucía,Sevilla
1,2,0,Resale,Included,1,Apartment,114,185000.0,2,0,1,1,37.3685816,-6.052772,"Calle Rosa Luxemburgo, Barriada de León, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,1,0,Resale,Not Included,0,Apartment,60,85000.0,2,1,0,0,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,2,0,Resale,Included,1,Apartment,120,175000.0,4,1,0,0,37.3726929,-6.0467639,"Centro de Salud de Tomares, Avenida del Aljarafe, Barriada de León, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,3,0,Resale,Included,1,Townhouse,145,360000.0,5,0,1,0,37.3715321,-6.0465566,"Barriada de León, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,2,0,Resale,Included,1,Apartment,143,235000.0,4,1,1,1,37.3783476,-6.0445552,"Rotonda de Santa Eufemia, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,3,0,Resale,Included,0,Semi-Detached House,163,262500.0,4,0,1,1,37.3734132,-6.3275475,"Calle Cristina Hoyos, Carrión de los Céspedes, Sevilla, Andalucía, 41810, España",41810,Andalucía,Sevilla
1,2,0,Resale,Included,1,Single-Family Home,1667,699000.0,3,1,1,1,37.3791731,-6.0432498,"Pasaje de la Almoneda, Santa Eufemia, Tomares, Sevilla, Andalucía, 41910, España",41910,Andalucía,Sevilla
1,2,0,Resale,Included,0,Townhouse,120,149900.0,4,1,1,1,37.3774047,-6.052619099999999,"Calle Doctor Fleming, Las Almenas, Tomares, Sevilla, Andalucía, 41950, España",41950,Andalucía,Sevilla
1,3,0,Resale,Included,1,Townhouse,100,225000.0,4,1,1,1,37.3791731,-6.0432498,"Pasaje de la Almoneda, Santa Eufemia, Tomares, Sevilla, Andalucía, 41910, España",41910,Andalucía,Sevilla
1,2,0,Resale,Included,1,Apartment,165,299000.0,3,1,1,1,37.3783496,-6.032991099999999,"Las Terrazas de Vega del Rey, Coca de la Piñera, Camas, Sevilla, Andalucía, 41910, España",41910,Andalucía,Sevilla
1,2,0,Resale,Included,1,Apartment,110,170000.0,3,0,1,1,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
0,1,0,Resale,Not Included,0,Apartment,71,60000.0,2,0,0,0,37.3774047,-6.052619099999999,"Calle Doctor Fleming, Las Almenas, Tomares, Sevilla, Andalucía, 41950, España",41950,Andalucía,Sevilla
1,4,0,Resale,Not Included,1,Single-Family Home,714,465000.0,4,1,1,0,37.3774047,-6.052619099999999,"Calle Doctor Fleming, Las Almenas, Tomares, Sevilla, Andalucía, 41950, España",41950,Andalucía,Sevilla
1,3,0,Resale,Included,1,Single-Family Home,1500,747000.0,5,1,1,1,37.3774047,-6.052619099999999,"Calle Doctor Fleming, Las Almenas, Tomares, Sevilla, Andalucía, 41950, España",41950,Andalucía,Sevilla
1,1,0,Resale,Included,0,Townhouse,200,209000.0,4,1,0,1,37.3791731,-6.0432498,"Pasaje de la Almoneda, Santa Eufemia, Tomares, Sevilla, Andalucía, 41910, España",41910,Andalucía,Sevilla
1,3,0,Resale,Included,1,Townhouse,380,350000.0,6,1,1,1,37.3707603,-6.0387546,"Calle la Hacienda, Urbanización Hacienda El Carmen, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,1,0,Resale,Not Included,1,Apartment,70,100000.0,2,1,0,0,37.3774047,-6.052619099999999,"Calle Doctor Fleming, Las Almenas, Tomares, Sevilla, Andalucía, 41950, España",41950,Andalucía,Sevilla
1,6,0,Resale,Included,1,Single-Family Home,1667,699000.0,7,1,1,1,37.3791411,-6.0375375,"Calle Villares Altos, Santa Eufemia, Tomares, Sevilla, Andalucía, 41910, España",41910,Andalucía,Sevilla
1,1,0,Resale,Not Included,1,Apartment,75,155000.0,2,0,1,1,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
0,3,0,Resale,Included,1,Townhouse,210,357000.0,6,1,1,1,37.3708087,-6.047073699999999,"Barriada de León, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,3,0,Resale,Included,1,Semi-Detached House,60,320000.0,4,1,1,1,37.3653929,-6.048073800000001,"Barriada de León, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,3,0,Resale,Included,1,Single-Family Home,275,339000.0,4,1,0,1,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
0,2,0,Resale,Included,1,Townhouse,178,275000.0,3,1,1,0,37.3726929,-6.0467639,"Centro de Salud de Tomares, Avenida del Aljarafe, Barriada de León, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,2,0,Resale,Included,1,Apartment,103,165000.0,3,1,1,1,37.3791731,-6.0432498,"Pasaje de la Almoneda, Santa Eufemia, Tomares, Sevilla, Andalucía, 41910, España",41910,Andalucía,Sevilla
1,3,0,Resale,Included,1,Duplex,137,177500.0,3,1,1,1,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,3,0,Resale,Not Included,1,Single-Family Home,500,680000.0,5,0,1,1,37.3699012,-6.0581002,"Calle Rosa Luxemburgo, Residencial Andana, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,4,0,Resale,Included,1,Single-Family Home,207,300000.0,3,1,0,1,37.37826870000001,-6.0518521,"Calle Bartolomé Esteban Murillo, Peralta, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,3,0,Resale,Included,1,Semi-Detached House,110,215000.0,4,1,1,1,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,2,0,Resale,Not Included,0,Townhouse,207,290000.0,5,1,0,0,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,2,0,Resale,Included,0,Single-Family Home,155,200000.0,3,1,1,1,37.3733448,-6.3274914,"Calle Cristina Hoyos, Carrión de los Céspedes, Sevilla, Andalucía, 41810, España",41810,Andalucía,Sevilla
1,3,0,Resale,Included,1,Single-Family Home,900,700000.0,5,1,1,0,37.3791731,-6.0432498,"Pasaje de la Almoneda, Santa Eufemia, Tomares, Sevilla, Andalucía, 41910, España",41910,Andalucía,Sevilla
1,3,0,Resale,Included,0,Single-Family Home,222,268019.0,5,1,0,1,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
0,3,0,Resale,Included,1,Townhouse,147,238000.0,4,0,1,1,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,4,0,Resale,Included,0,Townhouse,142,290000.0,5,0,1,1,37.3708087,-6.047073699999999,"Barriada de León, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,3,0,Resale,Included,1,Single-Family Home,370,344999.0,5,1,1,1,37.3707603,-6.0387546,"Calle la Hacienda, Urbanización Hacienda El Carmen, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,4,0,Resale,Not Included,0,Townhouse,124,246000.0,5,1,1,1,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
0,1,0,Resale,Not Included,0,Apartment,60,83500.0,2,0,0,0,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,3,0,Resale,Included,1,Townhouse,140,235000.0,3,0,1,0,37.3720223,-6.0477069,"Peralta, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,3,0,Resale,Included,1,Townhouse,180,295000.0,5,1,1,1,37.3767708,-6.0388323,"Calle El Paraiso, Santa Eufemia, Tomares, Sevilla, Andalucía, 41910, España",41910,Andalucía,Sevilla
0,2,0,Resale,Included,1,Apartment,99,197014.0,3,1,1,1,37.3736416,-6.0584235,"Glorieta Madreselva, Residencial Andana, Tomares, Sevilla, Andalucía, España",41008,Andalucía,Sevilla
1,2,0,Resale,Included,1,Apartment,104,208974.0,3,1,1,1,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,2,0,Resale,Included,1,Apartment,118,211374.0,3,1,1,1,37.3736416,-6.0584235,"Glorieta Madreselva, Residencial Andana, Tomares, Sevilla, Andalucía, España",41008,Andalucía,Sevilla
1,3,0,Resale,Not Included,1,Townhouse,143,280000.0,6,0,1,1,37.3791757,-6.04246,"Farmacia Santa Eufemia, 45, Rotonda de la Era, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,5,0,Resale,Included,1,Single-Family Home,900,750000.0,6,1,1,1,37.37592,-6.0432292,"Alameda de Santa Eufemia, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
0,3,0,Resale,Included,0,Townhouse,177,330000.0,5,1,1,0,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,3,0,Resale,Not Included,1,Single-Family Home,450,520000.0,5,1,1,1,37.3804536,-6.0551509,"Calle Martínez Montañés, La Valdovina, Tomares, Sevilla, Andalucía, 41950, España",41950,Andalucía,Sevilla
1,3,0,Resale,Not Included,0,Townhouse,112,199500.0,4,1,0,1,37.3754051,-6.050728,"Avenida Juan Carlos I, Peralta, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
0,2,0,Fixer-upper,Not Included,0,Apartment,92,103000.0,3,0,0,0,37.3774047,-6.052619099999999,"Calle Doctor Fleming, Las Almenas, Tomares, Sevilla, Andalucía, 41950, España",41950,Andalucía,Sevilla
1,2,0,Resale,Included,1,Duplex,126,236850.0,4,0,1,1,37.3653929,-6.048073800000001,"Barriada de León, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
0,2,0,Resale,Not Included,0,Townhouse,147,238000.0,4,0,0,0,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,4,0,Resale,Not Included,1,Single-Family Home,1598,500000.0,5,1,1,1,37.379423,-6.0397894,"Calle del Lagar, Santa Eufemia, Tomares, Sevilla, Andalucía, 41910, España",41910,Andalucía,Sevilla
0,2,0,Resale,Not Included,0,Apartment,85,218000.0,2,0,0,0,37.3791731,-6.0432498,"Pasaje de la Almoneda, Santa Eufemia, Tomares, Sevilla, Andalucía, 41910, España",41910,Andalucía,Sevilla
1,2,0,New,Included,0,Apartment,90,147000.0,2,1,1,0,37.3726929,-6.0467639,"Centro de Salud de Tomares, Avenida del Aljarafe, Barriada de León, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
0,2,0,Resale,Included,1,Single-Family Home,1650,499500.0,5,1,1,1,37.3774047,-6.052619099999999,"Calle Doctor Fleming, Las Almenas, Tomares, Sevilla, Andalucía, 41950, España",41950,Andalucía,Sevilla
0,1,0,Resale,Not Included,0,Apartment,73,174400.0,3,0,0,0,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,4,0,Resale,Included,1,Semi-Detached House,189,290000.0,6,0,1,0,37.3715321,-6.0465566,"Barriada de León, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,4,0,Resale,Included,1,Single-Family Home,1397,750000.0,4,1,1,1,37.3774047,-6.052619099999999,"Calle Doctor Fleming, Las Almenas, Tomares, Sevilla, Andalucía, 41950, España",41950,Andalucía,Sevilla
1,4,0,Resale,Included,0,Semi-Detached House,185,210000.0,4,1,0,1,37.3726929,-6.0467639,"Centro de Salud de Tomares, Avenida del Aljarafe, Barriada de León, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
1,2,0,Resale,Included,1,Apartment,80,162000.0,2,0,1,1,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
0,2,0,New,Not Included,0,Apartment,112,187000.0,3,0,0,1,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
0,2,0,New,Not Included,0,Apartment,106,158000.0,3,0,0,1,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
0,2,0,New,Not Included,0,Apartment,109,182000.0,3,0,0,1,37.375855,-6.0450059,"Calle Martínez Sanz, Santa Eufemia, Tomares, Sevilla, Andalucía, 41940, España",41940,Andalucía,Sevilla
